ID;Country;Earnings;Player Count
46.;Romania;$557,880.13;120 Players
47.;Slovenia;$541,171.35;57 Players
48.;Slovakia;$527,338.73;51 Players
49.;Chile;$519,778.36;262 Players
50.;Belarus;$514,001.93;86 Players
51.;Belgium;$422,204.67;140 Players
52.;Myanmar;$405,522.41;63 Players
53.;Dominican Republic;$388,686.02;37 Players
54.;Cambodia;$386,083.38;80 Players
55.;Hungary;$373,109.02;157 Players
56.;United Arab Emirates;$366,217.82;67 Players
57.;South Africa;$365,522.83;158 Players
58.;Morocco;$362,280.87;57 Players
59.;Lebanon;$358,394.91;23 Players
60.;Hong Kong;$353,276.50;92 Players
61.;Bulgaria;$351,337.38;74 Players
62.;Colombia;$322,402.20;143 Players
63.;Moldova, Republic of;$318,733.86;20 Players
64.;Austria;$283,210.56;79 Players
65.;North Macedonia;$271,822.17;31 Players
66.;Jordan;$260,350.36;44 Players
67.;Iraq;$249,872.41;55 Players
68.;Croatia;$216,273.09;56 Players
69.;Lithuania;$212,480.49;78 Players
70.;New Zealand;$212,438.41;102 Players
71.;Switzerland;$200,950.00;115 Players
72.;Kyrgyzstan;$197,768.23;53 Players
73.;Bolivia;$191,762.92;22 Players
74.;Uzbekistan;$183,998.92;60 Players
75.;Cuba;$177,201.52;18 Players
76.;Kuwait;$171,894.20;80 Players
77.;Bahrain;$169,086.35;24 Players
78.;Montenegro;$166,371.78;7 Players
79.;Iran, Islamic Republic of;$155,066.36;19 Players
80.;Algeria;$145,950.91;29 Players
81.;Kosovo, Republic of;$145,309.93;27 Players
82.;Puerto Rico;$133,390.03;37 Players
83.;Ireland;$132,275.11;70 Players
84.;Greece;$113,210.76;54 Players
85.;Azerbaijan;$107,888.94;26 Players
86.;Armenia;$106,549.25;13 Players
87.;Macao;$97,973.25;4 Players
88.;Uruguay;$97,314.46;56 Players
89.;Georgia;$87,797.32;48 Players
90.;Syrian Arab Republic;$78,832.19;19 Players
91.;Guatemala;$65,112.75;22 Players
92.;Venezuela;$54,356.13;25 Players
93.;Lao People's Democratic Republic;$48,555.23;31 Players
94.;Afghanistan;$44,274.51;4 Players
95.;Bangladesh;$42,301.70;35 Players
96.;Costa Rica;$40,723.62;23 Players
97.;Panama;$34,163.32;11 Players
98.;Qatar;$33,564.11;14 Players
99.;Senegal;$31,842.93;2 Players
100.;Iceland;$30,960.33;41 Players
101.;Ecuador;$29,091.17;23 Players
102.;Nicaragua;$22,717.35;5 Players
103.;Oman;$20,275.00;10 Players
104.;Luxembourg;$14,652.27;13 Players
105.;Tunisia;$12,856.48;29 Players
106.;Yemen;$11,975.00;2 Players
107.;Paraguay;$10,833.33;9 Players
108.;Honduras;$10,695.38;9 Players
109.;Malta;$8,850.71;6 Players
110.;Palestine, State of;$8,160.31;10 Players
111.;Guyana;$6,750.00;1 Player
112.;Fiji;$5,801.67;1 Player
113.;Albania;$5,541.23;4 Players
114.;Turkmenistan;$5,000.00;5 Players
115.;Cameroon;$4,910.80;1 Player
116.;Sudan;$3,595.84;2 Players
117.;Monaco;$3,587.87;3 Players
118.;Côte D'Ivoire;$3,000.00;3 Players
119.;Trinidad and Tobago;$2,551.36;4 Players
120.;Sri Lanka;$2,485.71;2 Players
121.;Jamaica;$2,477.36;5 Players
122.;Libyan Arab Jamahiriya;$2,399.47;3 Players
123.;Brunei Darussalam;$2,215.21;7 Players
124.;El Salvador;$2,166.67;2 Players
125.;Guernsey;$2,146.88;1 Player
126.;French Polynesia;$1,793.29;1 Player
127.;Suriname;$1,600.00;1 Player
128.;Isle of Man;$1,500.00;1 Player
129.;Nigeria;$1,420.00;2 Players
130.;Mauritius;$1,300.02;6 Players
131.;Reunion;$800.00;2 Players
132.;Gabon;$540.50;1 Player
133.;Tuvalu;$500.00;1 Player
134.;Netherlands Antilles;$200.00;1 Player
135.;Dominica;$200.00;1 Player
136.;Jersey;$84.68;1 Player
