Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
20.,Misutaaa,Kévin Rabier,France,"$127,783.33","$286,715.77",44.57%,"$290,315.77",44.02%
21.,cadiaN,Casper Møller,Denmark,"$114,850.00","$614,245.73",18.70%,"$623,345.73",18.42%
22.,TeSeS,René Madsen,Denmark,"$114,850.00","$540,740.92",21.24%,"$562,740.92",20.41%
23.,stavn,Martin Lund,Denmark,"$111,850.00","$556,137.63",20.11%,"$563,137.63",19.86%
24.,YEKINDAR,Mareks Gaļinskis,Latvia,"$109,000.00","$427,489.57",25.50%,"$432,589.57",25.20%
25.,sjuush,Rasmus Beck,Denmark,"$108,150.00","$617,163.09",17.52%,"$639,163.09",16.92%
26.,refrezh,Ismail Ali,Denmark,"$108,150.00","$266,134.43",40.64%,"$294,315.49",36.75%
27.,Jame,Dzhami Ali,Russian Federation,"$108,000.00","$607,867.72",17.77%,"$693,667.72",15.57%
28.,Qikert,Aleksei Golubev,Kazakhstan,"$108,000.00","$604,154.13",17.88%,"$604,637.46",17.86%
29.,Buster,Timur Tulepov,Kazakhstan,"$108,000.00","$498,067.47",21.68%,"$503,161.82",21.46%
30.,Kyojin,Jayson Nguyen Van,France,"$106,800.00","$117,715.97",90.73%,"$117,715.97",90.73%
31.,dev1ce,Nicolai Reedtz,Denmark,"$101,108.33","$1,981,531.54",5.10%,"$2,001,654.30",5.05%
32.,Xyp9x,Andreas Højsleth,Denmark,"$91,858.33","$2,001,285.06",4.59%,"$2,002,954.96",4.59%
33.,gla1ve,Lukas Rossander,Denmark,"$90,958.33","$1,869,042.41",4.87%,"$1,892,967.40",4.81%
34.,SANJI,Sanjar Kuliev,Uzbekistan,"$90,000.00","$325,242.42",27.67%,"$325,242.42",27.67%
35.,dupreeh,Peter Rasmussen,Denmark,"$81,258.33","$2,181,164.40",3.73%,"$2,195,064.40",3.70%
36.,Magisk,Emil Reif,Denmark,"$81,258.33","$1,881,123.63",4.32%,"$1,900,623.63",4.28%
37.,magixx,Boris Vorobiev,Russian Federation,"$77,001.67","$222,851.66",34.55%,"$358,976.66",21.45%
38.,FalleN,Gabriel Toledo,Brazil,"$76,500.00","$1,175,586.54",6.51%,"$1,215,765.79",6.29%
39.,Stewie2k,Jakey Yip,United States of America,"$76,500.00","$1,186,573.20",6.45%,"$1,188,508.91",6.44%
40.,ELiGE,Jonathan Jablonowski,United States of America,"$76,200.00","$1,179,846.02",6.46%,"$1,208,896.02",6.30%
41.,Grim,Michael Wince,United States of America,"$76,200.00","$186,282.22",40.91%,"$213,482.22",35.69%
42.,k1to,Nils Gruhne,Germany,"$71,778.15","$328,686.57",21.84%,"$348,969.90",20.57%
43.,tabseN,Johannes Wodarz,Germany,"$70,595.46","$433,472.45",16.29%,"$481,547.98",14.66%
44.,tiziaN,Tizian Feldbusch,Germany,"$70,595.46","$334,872.74",21.08%,"$335,389.74",21.05%
45.,syrsoN,Florian Rische,Germany,"$70,595.46","$318,904.37",22.14%,"$329,604.37",21.42%
46.,sdy,Victor Orudzhev,Ukraine,"$70,016.03","$298,155.25",23.48%,"$337,155.25",20.77%
47.,XANTARES,İsmailсan Dörtkardeş,Turkey,"$69,810.92","$430,735.93",16.21%,"$453,435.93",15.40%
48.,hampus,Hampus Poser,Sweden,"$68,916.67","$218,594.44",31.53%,"$232,686.04",29.62%
49.,day0s,Paul Niel,France,"$68,655.82","$85,582.98",80.22%,"$85,582.98",80.22%
50.,WeZ,Malhan Albusayyes,Saudi Arabia,"$68,655.82","$80,963.27",84.80%,"$80,963.27",84.80%
51.,fuizoN,Tarik Nasser,Saudi Arabia,"$68,655.82","$68,655.82",100.00%,"$68,655.82",100.00%
52.,a1z,Abdulaziz Ahmad,Saudi Arabia,"$68,267.52","$80,574.97",84.73%,"$80,574.97",84.73%
53.,REZ,Fredrik Sterner,Sweden,"$68,150.00","$452,511.65",15.06%,"$466,103.69",14.62%
54.,Plopski,Nicolas Gonzalez,Sweden,"$68,150.00","$242,510.69",28.10%,"$249,922.79",27.27%
55.,NickelBack,Alexey Trofimov,Russian Federation,"$67,690.12","$170,437.67",39.72%,"$177,037.67",38.23%
56.,Lack1,Viktor Boldyrev,Kazakhstan,"$67,690.12","$127,925.11",52.91%,"$172,700.11",39.20%
57.,El1an,Aleksey Gusev,Russian Federation,"$67,690.12","$114,486.08",59.13%,"$114,486.08",59.13%
58.,Forester,Igor Bezotecheskiy,Russian Federation,"$67,565.12","$169,698.27",39.81%,"$180,998.27",37.33%
59.,Krad,Vladislav Kravchenko,Russian Federation,"$67,565.12","$167,492.42",40.34%,"$176,024.74",38.38%
60.,degster,Abdulkhalik Gasanov,Russian Federation,"$64,256.55","$157,016.84",40.92%,"$157,016.84",40.92%
61.,Mir,Nikolay Bityukov,Russian Federation,"$63,616.67","$271,105.96",23.47%,"$359,105.96",17.72%
62.,Bubzkji,Lucas Andersen,Denmark,"$61,258.33","$308,329.19",19.87%,"$308,329.19",19.87%
63.,arT,Andrei Piovezan,Brazil,"$59,200.00","$337,873.69",17.52%,"$369,149.45",16.04%
64.,yuurih,Yuri Santos,Brazil,"$59,200.00","$335,449.66",17.65%,"$367,725.42",16.10%
65.,kscerato,Kaike Cerato,Brazil,"$59,200.00","$331,762.42",17.84%,"$364,038.18",16.26%
66.,VINI,Vinicius Figueiredo,Brazil,"$59,200.00","$275,338.69",21.50%,"$302,791.42",19.55%
67.,CacaNito,Aleksandar Kjulukoski,The former Yugoslav Republic of Macedonia,"$56,153.93","$94,651.44",59.33%,"$116,351.44",48.26%
68.,Chopper,Leonid Vishnyakov,Russian Federation,"$56,116.67","$272,576.78",20.59%,"$407,826.78",13.76%
69.,FL1T,Evgeniy Lebedev,Russian Federation,"$55,507.65","$373,461.05",14.86%,"$459,961.05",12.07%
70.,BlackEagle,Moustafa Baghdadi,Syrian Arab Republic,"$54,731.41","$93,456.41",58.56%,"$93,456.41",58.56%
71.,blameF,Benjamin Bremer,Denmark,"$53,700.00","$312,236.08",17.20%,"$327,236.08",16.41%
72.,Jerry,Andrey Mehryakov,Russian Federation,"$53,655.14","$236,998.12",22.64%,"$237,531.45",22.59%
73.,KENSI,Aleksandr Gurkin,Russian Federation,"$53,058.71","$99,208.74",53.48%,"$141,983.74",37.37%
74.,FaNg,Justin Coakley,Canada,"$52,133.33","$101,486.40",51.37%,"$101,486.40",51.37%
75.,JT,Ioannis Theodosiou,South Africa,"$50,933.33","$169,251.14",30.09%,"$196,451.14",25.93%
76.,oSee,Joshua Ohm,United States of America,"$50,533.33","$249,763.06",20.23%,"$249,763.06",20.23%
77.,br0,Alexander Bro,Denmark,"$49,055.87","$90,682.92",54.10%,"$132,182.92",37.11%
78.,zorte,Alexander Zogodirenko,Russian Federation,"$48,678.45","$129,422.79",37.61%,"$159,455.90",30.53%
79.,LNZ,Linus Holtäng,Sweden,"$48,094.28","$54,799.24",87.76%,"$54,840.91",87.70%
80.,MarKE,Edgar Maldonado,Mexico,"$47,933.33","$164,175.13",29.20%,"$166,825.13",28.73%
81.,varK,Fawaz Alenzey,Saudi Arabia,"$47,787.26","$59,078.04",80.89%,"$59,078.04",80.89%
82.,Viking,Abdalmjeed Saleh,Saudi Arabia,"$47,787.26","$47,787.26",100.00%,"$47,787.26",100.00%
83.,Brollan,Ludvig Brolin,Sweden,"$46,728.16","$362,225.84",12.90%,"$413,225.84",11.31%
84.,flameZ,Shahar Shushan,Israel,"$46,200.00","$235,218.06",19.64%,"$398,518.06",11.59%
85.,niko,Nikolaj Kristensen,Denmark,"$45,533.33","$280,075.84",16.26%,"$283,259.03",16.07%
86.,broky,Helvijs Saukants,Latvia,"$45,300.00","$828,832.41",5.47%,"$1,112,332.41",4.07%
87.,k0nfig,Kristian Wienecke,Denmark,"$45,100.00","$527,905.81",8.54%,"$536,247.85",8.41%
88.,karrigan,Finn Andersen,Denmark,"$44,500.00","$1,651,752.06",2.69%,"$1,967,102.62",2.26%
89.,SHiPZ,Georgi Grigorov,Bulgaria,"$44,476.80","$288,433.68",15.42%,"$288,517.01",15.42%
90.,Aleksib,Aleksi Virolainen,Finland,"$44,033.33","$440,491.03",10.00%,"$571,791.03",7.70%
91.,Valde,Valdemar Vangså,Denmark,"$44,033.33","$392,356.37",11.22%,"$395,256.37",11.14%
92.,mantuu,Mateusz Wilczewski,Poland,"$44,033.33","$196,570.73",22.40%,"$234,970.73",18.74%
93.,KRiMZ,Freddy Johansson,Sweden,"$43,838.56","$963,961.90",4.55%,"$977,061.90",4.49%
94.,Twistzz,Russel Van Dulken,Canada,"$43,800.00","$1,546,793.10",2.83%,"$1,698,893.10",2.58%
95.,rain,Håvard Nygaard,Norway,"$43,300.00","$1,444,216.24",3.00%,"$1,727,716.24",2.51%
96.,Sonic,Aran Groesbeek,South Africa,"$42,733.33","$121,862.22",35.07%,"$122,819.36",34.79%
97.,Duplicate,Viktor Mitev,Bulgaria,"$41,579.73","$53,079.66",78.33%,"$53,650.21",77.50%
98.,mezii,Will Merriman,U.K. of Great Britain and Northern Ireland,"$41,463.56","$125,150.95",33.13%,"$289,085.95",14.34%
99.,Rainwaker,Aleks Petrov,Bulgaria,"$41,079.73","$119,108.02",34.49%,"$119,404.54",34.40%
100.,dennyslaw,Denislav Dimitrov,Bulgaria,"$41,079.73","$113,417.71",36.22%,"$113,501.04",36.19%
