Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
31.,阿杰,"Cao, Wenjie",China,"$117,469.65","$337,684.97",34.79%,"$337,684.97",34.79%
32.,磊仔,"Chen, Lei",China,"$116,698.15","$194,838.47",59.89%,"$194,838.47",59.89%
33.,爱笑,"Li, Yuhao",China,"$116,698.15","$174,235.97",66.98%,"$174,235.97",66.98%
34.,酷阿休,"Chen, Guo",China,"$112,308.41","$134,424.98",83.55%,"$134,424.98",83.55%
35.,枪影,"Zhou, Bowen",China,"$112,308.41","$129,785.06",86.53%,"$129,785.06",86.53%
36.,DaoShi,"Song, Jiantao",China,"$111,671.98","$349,195.59",31.98%,"$349,195.59",31.98%
37.,XingChen,"Xiao, Xuxin",China,"$111,582.02","$258,782.16",43.12%,"$258,782.16",43.12%
38.,锁骨,"Xiao, Lichuan",China,"$111,544.87","$177,333.18",62.90%,"$177,333.18",62.90%
39.,FrozeNNX,Ahmet Erdem Erdoğdu,Turkey,"$107,447.50","$156,497.50",68.66%,"$156,497.50",68.66%
40.,YEKTA,Yekta Arslan,Turkey,"$106,447.50","$155,497.50",68.46%,"$155,497.50",68.46%
41.,KUDUR,Muhammet Mahmut Yüzücü,Turkey,"$106,447.50","$136,522.50",77.97%,"$136,522.50",77.97%
42.,NIHAT,Nihat Yılmazer,Turkey,"$106,447.50","$134,090.00",79.39%,"$134,090.00",79.39%
43.,FOREST,"Kim, Ryang Uh",Republic of Korea,"$105,567.08","$268,048.05",39.38%,"$268,048.05",39.38%
44.,FAVIAN,"Park, Sang Cheol",Republic of Korea,"$104,720.28","$267,352.36",39.17%,"$267,352.36",39.17%
45.,JUNI,"Kim, Kyung Jun",Republic of Korea,"$104,720.28","$203,471.71",51.47%,"$203,471.71",51.47%
46.,MvM,"Wu, Hao",China,"$104,158.83","$281,827.98",36.96%,"$281,827.98",36.96%
47.,梨衣,"Yang, Shanyu",China,"$103,000.60","$205,532.41",50.11%,"$205,532.41",50.11%
48.,Ssung,"Lee, Sung Geun",Republic of Korea,"$102,825.00","$188,147.20",54.65%,"$188,147.20",54.65%
49.,Lolita,"Wang, Jiawei",China,"$101,670.59","$136,045.74",74.73%,"$136,045.74",74.73%
50.,狗井,"-, -",China,"$101,282.40","$101,282.40",100.00%,"$101,282.40",100.00%
51.,秋离,"He, Renzheng",China,"$99,651.76","$196,635.80",50.68%,"$196,635.80",50.68%
52.,挚爱,"Xiao, Kai",China,"$98,703.80","$171,797.58",57.45%,"$171,797.58",57.45%
53.,SuKi,"Wan, Quanjun",China,"$98,417.80","$358,820.23",27.43%,"$358,820.23",27.43%
54.,FlowerGe,"Hua, Yazhou",China,"$96,195.98","$120,668.45",79.72%,"$120,668.45",79.72%
55.,Alan,"Zhang, Chaoqun",China,"$92,609.52","$172,569.59",53.67%,"$172,569.59",53.67%
56.,33Svan,"Zhong, Hongsen",China,"$92,564.12","$511,077.06",18.11%,"$511,077.06",18.11%
57.,Hasaki,"Wu, Chunjian",China,"$92,564.12","$490,968.83",18.85%,"$490,968.83",18.85%
58.,Xinhe,"Li, He",China,"$92,564.12","$389,490.59",23.77%,"$389,490.59",23.77%
59.,Ninty9,"Lin, Zehao",China,"$84,542.58","$103,970.42",81.31%,"$103,970.42",81.31%
60.,ShuaiG,"Liang, Dengju",China,"$84,542.58","$103,970.42",81.31%,"$103,970.42",81.31%
61.,YiXu,"Zhou, Yixu",China,"$84,542.58","$102,906.28",82.15%,"$102,906.28",82.15%
62.,Tixzy,Daniil Gordeev,Russian Federation,"$81,280.96","$355,363.46",22.87%,"$355,363.46",22.87%
63.,SuNan,"Su, Xuezhuang",China,"$79,680.88","$292,176.48",27.27%,"$292,176.48",27.27%
64.,matic,Vitalii Shulga,Russian Federation,"$79,280.96","$372,639.71",21.28%,"$372,639.71",21.28%
65.,mequ,Alexey Tolov,Russian Federation,"$79,280.96","$350,563.46",22.62%,"$350,563.46",22.62%
66.,微笑,"Xie, Jiahong",China,"$79,020.79","$165,564.73",47.73%,"$165,564.73",47.73%
67.,DaQuan,"Chen, Quan",China,"$77,235.50","$112,741.30",68.51%,"$112,741.30",68.51%
68.,Ydd,"Liu, Bo",China,"$76,507.09","$263,870.81",28.99%,"$263,870.81",28.99%
69.,pickfeet,"Zhang, Yachao",China,"$74,141.28","$324,705.39",22.83%,"$324,705.39",22.83%
70.,Beautiful,"Feng, Yunhui",China,"$74,141.28","$323,998.39",22.88%,"$323,998.39",22.88%
71.,XZ,"Zhang, Yaohui",China,"$74,141.28","$297,299.91",24.94%,"$297,299.91",24.94%
72.,西门风,"Deng, Tao",China,"$73,243.92","$105,711.27",69.29%,"$105,711.27",69.29%
73.,XiaoZhi,"Chen, Zhiqiang",China,"$72,892.02","$253,263.26",28.78%,"$267,148.34",27.29%
74.,98k,"Su, Aolin",China,"$72,892.02","$248,101.91",29.38%,"$248,101.91",29.38%
75.,释怀,"Xiao, Wendi",China,"$72,422.35","$168,485.66",42.98%,"$168,485.66",42.98%
76.,77H,"Xu, Zhouhang",China,"$71,094.56","$195,745.69",36.32%,"$195,745.69",36.32%
77.,KITSUNE,Sergey Pomerantsev,Russian Federation,"$69,280.96","$411,955.96",16.82%,"$411,955.96",16.82%
78.,吒宝,"Wu, Yafei",China,"$66,120.36","$125,476.87",52.70%,"$125,476.87",52.70%
79.,MrX,"-, -",China,"$64,565.80","$64,565.80",100.00%,"$64,565.80",100.00%
80.,ShuZhan,"Shu, Zhan",China,"$64,501.08","$180,534.11",35.73%,"$180,534.11",35.73%
81.,Eagle,"Chen, Shijie",China,"$64,087.52","$193,070.28",33.19%,"$193,070.28",33.19%
82.,Mattun,Riku Matsumoto,Japan,"$62,584.65","$88,020.83",71.10%,"$88,020.83",71.10%
83.,Naoto,"Ishida, Masahiro",Japan,"$62,547.29","$223,874.60",27.94%,"$223,874.60",27.94%
84.,kouMel,Kouki Yamada,Japan,"$61,669.65","$76,476.73",80.64%,"$76,476.73",80.64%
85.,DOGGY,- -,Japan,"$61,669.65","$75,291.97",81.91%,"$75,291.97",81.91%
86.,Favis,- -,Japan,"$61,669.65","$61,669.65",100.00%,"$61,669.65",100.00%
87.,Yi,"Wang, JinHui",China,"$60,712.01","$74,530.07",81.46%,"$74,530.07",81.46%
88.,朔1812,"Peng, Xi",China,"$59,963.75","$218,001.25",27.51%,"$218,001.25",27.51%
89.,苏禹路,"Peng, Yulu",China,"$58,687.10","$147,293.74",39.84%,"$147,293.74",39.84%
90.,マーク,- -,Japan,"$55,583.23","$75,968.87",73.17%,"$75,968.87",73.17%
91.,凯w,"Yu, Jiaxin",China,"$52,914.85","$95,440.61",55.44%,"$95,440.61",55.44%
92.,Remember,"Yuan, Xinsong",China,"$52,204.20","$302,636.95",17.25%,"$302,636.95",17.25%
93.,YZZ,"Ye, Zhiwei",China,"$48,975.54","$439,192.08",11.15%,"$439,192.08",11.15%
94.,君墨,"Zhang, Zhiqiang",China,"$45,655.38","$79,615.67",57.34%,"$79,615.67",57.34%
95.,知沐,"Li, Jiahao",China,"$44,826.46","$44,826.46",100.00%,"$44,826.46",100.00%
96.,阳,"Wang, Yangyang",China,"$44,111.08","$47,998.47",91.90%,"$47,998.47",91.90%
97.,若败,"Yang, Chenghang",China,"$42,921.04","$101,790.10",42.17%,"$101,790.10",42.17%
98.,Luxxy,Made Bagus Prabaswara,Indonesia,"$42,869.52","$260,455.49",16.46%,"$260,455.49",16.46%
99.,魏无羡,"He, Tianyou",China,"$42,068.76","$282,079.33",14.91%,"$282,079.33",14.91%
100.,Acan,"Huang, Can",China,"$41,705.61","$155,482.67",26.82%,"$155,482.67",26.82%
