Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
38.,宝,"Zhao, Qiyuan",China,"$125,443.07","$129,032.36",97.22%,"$129,032.36",97.22%
39.,nOOzy,Sikarin Nopparat,Thailand,"$122,783.33","$196,878.54",62.37%,"$196,878.54",62.37%
40.,小宇,"Fu, Yuhang",China,"$118,615.79","$118,615.79",100.00%,"$118,615.79",100.00%
41.,ICY,Tengis Batnasan,Mongolia,"$116,940.47","$162,364.51",72.02%,"$162,364.51",72.02%
42.,33z,"Lin, Zhichao",China,"$115,624.81","$438,805.49",26.35%,"$438,805.49",26.35%
43.,YuYang,"Zhang, Yang",China,"$115,624.81","$366,938.86",31.51%,"$366,938.86",31.51%
44.,SuNan,"Su, Xuezhuang",China,"$115,624.81","$292,176.48",39.57%,"$292,176.48",39.57%
45.,派大兴,"Han, Xing",China,"$115,624.81","$149,112.12",77.54%,"$149,112.12",77.54%
46.,Beizhai,"Run, Ma",China,"$114,461.86","$622,162.21",18.40%,"$622,162.21",18.40%
47.,Marth,- -,Saudi Arabia,"$108,171.63","$108,171.63",100.00%,"$108,171.63",100.00%
48.,PrEStlGe,Abdulrahman Saleh Alfahhad,Saudi Arabia,"$98,746.19","$155,254.05",63.60%,"$155,254.05",63.60%
49.,SKTON,Mohammed Saleh,Saudi Arabia,"$98,746.19","$151,662.38",65.11%,"$151,662.38",65.11%
50.,iD7,Avdulrahman Alarawi,Saudi Arabia,"$98,746.19","$146,844.72",67.25%,"$146,844.72",67.25%
51.,KITSUNE,Sergey Pomerantsev,Russian Federation,"$96,687.50","$411,955.96",23.47%,"$411,955.96",23.47%
52.,matic,Vitalii Shulga,Russian Federation,"$96,687.50","$372,639.71",25.95%,"$372,639.71",25.95%
53.,Tixzy,Daniil Gordeev,Russian Federation,"$96,687.50","$355,363.46",27.21%,"$355,363.46",27.21%
54.,mequ,Alexey Tolov,Russian Federation,"$96,687.50","$350,563.46",27.58%,"$350,563.46",27.58%
55.,阿杰,"Cao, Wenjie",China,"$94,860.41","$337,684.97",28.09%,"$337,684.97",28.09%
56.,NIRZED,Nur Zed,Mongolia,"$91,773.81","$95,173.80",96.43%,"$95,173.80",96.43%
57.,Duelo,"Nishikawa, Yuya",Japan,"$89,908.90","$359,131.06",25.04%,"$359,131.06",25.04%
58.,Reiji,"Maeda, Reiji",Japan,"$89,908.90","$331,359.96",27.13%,"$331,359.96",27.13%
59.,FAVIAN,"Park, Sang Cheol",Republic of Korea,"$88,109.88","$267,352.36",32.96%,"$267,352.36",32.96%
60.,SenaTexa,Alessandro Prado,Brazil,"$85,900.00","$155,310.00",55.31%,"$155,310.00",55.31%
61.,Pedrinho,Pedro Pereira,Brazil,"$85,900.00","$89,975.00",95.47%,"$89,975.00",95.47%
62.,FOREST,"Kim, Ryang Uh",Republic of Korea,"$85,708.17","$268,048.05",31.97%,"$268,048.05",31.97%
63.,OSAL,"Go, Han Bin",Republic of Korea,"$85,708.17","$101,695.03",84.28%,"$101,695.03",84.28%
64.,Lufa,Abapo Marc Denochs,Philippines,"$81,308.90","$111,575.60",72.87%,"$111,575.60",72.87%
65.,ChengC,"Mi, Jiacheng",China,"$80,132.43","$472,663.26",16.95%,"$472,663.26",16.95%
66.,杰,"Bin, Junhao",China,"$77,247.50","$89,251.13",86.55%,"$89,251.13",86.55%
67.,SaRa,"Suzuki, Kento",Japan,"$76,908.90","$273,612.66",28.11%,"$273,612.66",28.11%
68.,DeltaPG,Parth Garg,India,"$73,837.80","$80,767.51",91.42%,"$80,767.51",91.42%
69.,Soulless,Taha Avşar,Turkey,"$73,087.50","$112,130.00",65.18%,"$112,130.00",65.18%
70.,Mythic,Matheus Moitinho,Brazil,"$70,300.00","$131,358.33",53.52%,"$131,358.33",53.52%
71.,Solkay,Alper Umut Can Ayyildiz,Turkey,"$70,087.50","$170,458.53",41.12%,"$170,458.53",41.12%
72.,Lutz,Mehmet Ali Inan,Turkey,"$70,087.50","$148,642.50",47.15%,"$148,642.50",47.15%
73.,Kecth,Yiğit Meral,Turkey,"$70,087.50","$106,896.50",65.57%,"$106,896.50",65.57%
74.,浪渡,"Wang, Ruicong",China,"$69,124.81","$69,124.81",100.00%,"$69,124.81",100.00%
75.,Justin,Justin Nadar,India,"$68,665.46","$73,065.39",93.98%,"$73,065.39",93.98%
76.,Destro,Ammar Khan,India,"$67,211.38","$91,301.69",73.61%,"$91,301.69",73.61%
77.,SHOGUN,Pawan Kumar,India,"$67,211.38","$68,922.15",97.52%,"$68,922.15",97.52%
78.,SayDen,"Jeon, Min Jae",Republic of Korea,"$66,099.60","$101,401.91",65.19%,"$101,401.91",65.19%
79.,skryyy,Bilguutei Bayasgalan,Mongolia,"$66,023.81","$212,673.80",31.04%,"$212,673.80",31.04%
80.,pikA,Unubold Erkhembayar,Mongolia,"$60,607.15","$205,257.14",29.53%,"$205,257.14",29.53%
81.,XiaoZhi,"Chen, Zhiqiang",China,"$59,356.52","$253,263.26",23.44%,"$267,148.34",22.22%
82.,98k,"Su, Aolin",China,"$59,356.52","$248,101.91",23.92%,"$248,101.91",23.92%
83.,苏禹路,"Peng, Yulu",China,"$59,356.52","$147,293.74",40.30%,"$147,293.74",40.30%
84.,吒宝,"Wu, Yafei",China,"$59,356.52","$125,476.87",47.30%,"$125,476.87",47.30%
85.,宝藏涛,"Zhang, Futao",China,"$59,356.52","$62,806.97",94.51%,"$62,806.97",94.51%
86.,AXZCER,Damir Omarov,Kazakhstan,"$58,637.50","$105,442.17",55.61%,"$105,442.17",55.61%
87.,PSIX,Chamani Arman Taimazyli,Kazakhstan,"$58,637.50","$78,200.00",74.98%,"$84,300.00",69.56%
88.,PUNCHER,Baqytzhan Yelmenbet,Kazakhstan,"$58,637.50","$79,710.50",73.56%,"$79,710.50",73.56%
89.,TEAQ,Daniyar Konakbay,Kazakhstan,"$58,637.50","$79,618.00",73.65%,"$79,618.00",73.65%
90.,顾居居,"Zeng, Jinxiang",China,"$55,714.61","$188,520.06",29.55%,"$188,520.06",29.55%
91.,Potato,Sharfan Syahman Shodik,Indonesia,"$55,230.24","$78,879.06",70.02%,"$78,879.06",70.02%
92.,Fanatic,David Wijaya,Indonesia,"$55,230.24","$63,190.23",87.40%,"$63,190.23",87.40%
93.,秋离,"He, Renzheng",China,"$54,394.61","$196,635.80",27.66%,"$196,635.80",27.66%
94.,Eagle,"Chen, Shijie",China,"$54,394.61","$193,070.28",28.17%,"$193,070.28",28.17%
95.,锁骨,"Xiao, Lichuan",China,"$54,394.61","$177,333.18",30.67%,"$177,333.18",30.67%
96.,微笑,"Xie, Jiahong",China,"$54,394.61","$165,564.73",32.85%,"$165,564.73",32.85%
97.,succ,"Li, Yuhao",China,"$54,394.61","$71,600.39",75.97%,"$71,600.39",75.97%
98.,安颜,"Ke, Jiewei",China,"$54,394.61","$54,394.61",100.00%,"$54,394.61",100.00%
99.,Rosemary,Juventino Ryan Jeremy Rolos,Indonesia,"$52,730.24","$59,242.73",89.01%,"$59,242.73",89.01%
100.,YZZ,"Ye, Zhiwei",China,"$52,662.43","$439,192.08",11.99%,"$439,192.08",11.99%
