Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
43.,XiaoYe,"Ye, Jiayu",China,"$92,699.34","$129,374.92",71.65%,"$129,374.92",71.65%
44.,Erez,Pasu Yensabai,Thailand,"$87,785.21","$246,575.13",35.60%,"$246,575.13",35.60%
45.,Difoxn,Parit Pornrattanapitak,Thailand,"$87,471.53","$277,722.99",31.50%,"$277,722.99",31.50%
46.,Overfly,Satittirat Chetnarong,Thailand,"$87,471.53","$176,325.88",49.61%,"$176,325.88",49.61%
47.,XiaoGu,"Peng, Fujian",China,"$85,461.89","$101,195.78",84.45%,"$101,195.78",84.45%
48.,FirstOne,Sanpett Marat,Thailand,"$80,471.53","$225,602.68",35.67%,"$240,146.87",33.51%
49.,kSsA,Pakinai Srivijarn,Thailand,"$80,471.53","$166,633.49",48.29%,"$206,620.47",38.95%
50.,Nt,Methus Meechom,Thailand,"$80,471.53","$130,201.47",61.81%,"$130,201.47",61.81%
51.,IpodPro,Pakkapon Saethong,Thailand,"$77,285.17","$222,125.78",34.79%,"$222,125.78",34.79%
52.,MOOP,Peerawat Piachart,Thailand,"$75,281.90","$107,585.04",69.97%,"$107,585.04",69.97%
53.,ChenFeng,"Fan, Shouqian",China,"$74,694.46","$206,569.99",36.16%,"$206,569.99",36.16%
54.,BuQi,"Peng, Zhi",China,"$74,694.46","$114,399.65",65.29%,"$114,399.65",65.29%
55.,Tony,Eikapong Korhonen,Thailand,"$74,585.21","$193,607.42",38.52%,"$193,607.42",38.52%
56.,NTNz,Thana Somboonprom,Thailand,"$74,085.17","$175,125.98",42.30%,"$175,125.98",42.30%
57.,Happy,Chatchanapong Pijitwarakarn,Thailand,"$74,085.17","$147,321.35",50.29%,"$147,321.35",50.29%
58.,Rabbit,"Liu, Bin",China,"$73,768.96","$143,089.71",51.55%,"$143,089.71",51.55%
59.,HuaChen,"Ou-Yang, Chenhua",China,"$73,287.19","$85,696.24",85.52%,"$85,696.24",85.52%
60.,XingYu,"Li, Yuhao",China,"$69,576.68","$927,821.36",7.50%,"$927,821.36",7.50%
61.,XiaoYi,"Wang, Qijun",China,"$69,576.68","$202,635.88",34.34%,"$202,635.88",34.34%
62.,JueKing,"Zhou, Wenxie",China,"$69,576.68","$175,145.80",39.73%,"$175,145.80",39.73%
63.,Lanmao,"Huang, Zhihong",China,"$64,064.85","$80,931.82",79.16%,"$80,931.82",79.16%
64.,ChenYu,"Gao, Xingyu",China,"$62,243.10","$131,563.85",47.31%,"$131,563.85",47.31%
65.,YiTong,"Liu, Xiang",China,"$61,709.93","$118,299.96",52.16%,"$118,299.96",52.16%
66.,XiangJun,"Ceng, Xiangjun",China,"$60,512.78","$257,132.86",23.53%,"$257,132.86",23.53%
67.,SuMo,"Guo, Zhipeng",China,"$60,512.78","$113,805.60",53.17%,"$113,805.60",53.17%
68.,XiaoPeng,"Wang, Haipeng",China,"$60,512.78","$81,513.34",74.24%,"$81,513.34",74.24%
69.,XiaoDun,"Wang, Hao",China,"$60,512.78","$71,676.83",84.42%,"$71,676.83",84.42%
70.,Aohan,"Chen, Junhui",China,"$59,830.07","$276,391.97",21.65%,"$276,391.97",21.65%
71.,Giao,"Sun, Maorong",China,"$56,465.43","$197,118.89",28.65%,"$197,118.89",28.65%
72.,HuaJuan,"Wu, Yutao",China,"$54,953.97","$634,817.52",8.66%,"$634,817.52",8.66%
73.,ChenXia,"Wang, Qing",China,"$53,876.38","$385,775.17",13.97%,"$385,775.17",13.97%
74.,DAT,"Ka, Tung Lau",Hong Kong,"$51,978.57","$134,049.75",38.78%,"$134,049.75",38.78%
75.,Jiuyu,"Zhang, Fengmao",China,"$51,978.57","$61,842.31",84.05%,"$61,842.31",84.05%
76.,Bell,"Wang, Wenqiang",China,"$51,613.80","$327,946.19",15.74%,"$327,946.19",15.74%
77.,QuangHai,"Nguyễn, Quang Hải",Vietnam,"$50,666.27","$225,229.47",22.50%,"$225,229.47",22.50%
78.,Han,"Nguyễn, Quốc Hân",Vietnam,"$49,746.08","$206,981.03",24.03%,"$206,981.03",24.03%
79.,Kuxie,"Wu, Zeng",China,"$49,167.79","$187,965.52",26.16%,"$187,965.52",26.16%
80.,LMeng,"Hu, Zhihang",China,"$49,167.79","$187,965.52",26.16%,"$187,965.52",26.16%
81.,Sep.,"Zhang, Yitian",China,"$49,167.79","$187,965.52",26.16%,"$187,965.52",26.16%
82.,XiHe,"Zhao, Menghao",China,"$49,167.79","$187,965.52",26.16%,"$187,965.52",26.16%
83.,XiuDouZ,"Pu, Yang",China,"$49,167.79","$187,965.52",26.16%,"$187,965.52",26.16%
84.,Hui,"Guo, Yanghui",China,"$44,599.00","$236,204.71",18.88%,"$236,204.71",18.88%
85.,Mac,"Zhang, Maike",China,"$44,104.64","$144,163.99",30.59%,"$144,163.99",30.59%
86.,An,"You, Yang",China,"$44,104.64","$92,408.12",47.73%,"$92,408.12",47.73%
87.,Yuese,"Liu, Tao",China,"$43,910.50","$398,850.12",11.01%,"$398,850.12",11.01%
88.,Maris,"Nguyễn, Quốc Huy",Vietnam,"$43,053.17","$244,133.03",17.64%,"$244,133.03",17.64%
89.,HoàngTĐ,"Lâm, Văn Hoàng",Vietnam,"$42,965.43","$194,309.76",22.11%,"$194,309.76",22.11%
90.,Getsrch,Sorachat Janechaijitravanit,Thailand,"$42,024.82","$108,822.01",38.62%,"$108,822.01",38.62%
91.,BirdLB,"Nguyễn, Văn Hiếu",Vietnam,"$42,000.29","$213,197.76",19.70%,"$213,197.76",19.70%
92.,Ming,"Chi, Xiaoming",China,"$41,805.43","$184,776.22",22.62%,"$184,776.22",22.62%
93.,Roc,"Zhang, Peng",China,"$41,805.43","$184,776.22",22.62%,"$184,776.22",22.62%
94.,ĐHT,"Đặng, Huỳnh Trường",Vietnam,"$41,693.20","$170,430.82",24.46%,"$170,430.82",24.46%
95.,Bângg,"Thóng, Lai Bâng",Vietnam,"$41,524.04","$220,605.73",18.82%,"$220,605.73",18.82%
96.,Moowan,Metasit Leelapipatkul,Thailand,"$40,191.34","$322,175.72",12.47%,"$322,175.72",12.47%
97.,MarkKy,Jessadaphan Siripattanaton,Thailand,"$40,191.34","$281,955.30",14.25%,"$281,955.30",14.25%
98.,TaoX,Vorasit Kanoktet,Thailand,"$40,191.34","$267,761.79",15.01%,"$267,761.79",15.01%
99.,Kimsensei,Sitchana Jaejan,Thailand,"$40,191.34","$264,118.57",15.22%,"$264,118.57",15.22%
100.,Qing,"Zhou, Qi",China,"$39,766.07","$39,766.08",100.00%,"$39,766.08",100.00%
