Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
39.,PuuChiwz,Peerapat Kalumpan,Thailand,"$56,045.10","$151,151.20",37.08%,"$151,151.20",37.08%
40.,clib,Nikolaj Madsen,Denmark,"$53,651.51","$158,684.91",33.81%,"$158,684.91",33.81%
41.,Seoul,"Cho, Gi Yeol",Republic of Korea,"$51,858.69","$423,864.60",12.23%,"$423,864.60",12.23%
42.,DaNte,Daniil Miusskii,Russian Federation,"$50,413.44","$116,288.14",43.35%,"$116,288.14",43.35%
43.,HoBBitEz,Akezhan Baltashev,Kazakhstan,"$50,413.44","$58,259.97",86.53%,"$58,259.97",86.53%
44.,f1lfirst,Mansur Tsimpaev,Russian Federation,"$49,988.44","$102,381.99",48.83%,"$102,381.99",48.83%
45.,Cui71,"Choi, Yun Hyuk",Republic of Korea,"$49,738.30","$114,325.07",43.51%,"$114,325.07",43.51%
46.,Taikonn,"Hà, Hữu Tài",Vietnam,"$47,397.62","$93,093.65",50.91%,"$93,128.10",50.90%
47.,Shrimzy,Tristan Nowicky,United States of America,"$47,130.50","$663,240.69",7.11%,"$663,240.69",7.11%
48.,Tang,"Tang, Jinyao",China,"$46,872.35","$58,909.32",79.57%,"$58,909.32",79.57%
49.,AZ,"Ye, Minghao",China,"$45,999.40","$68,404.08",67.25%,"$68,404.08",67.25%
50.,Shinboi,Nolan Burdick,Canada,"$45,972.25","$339,866.75",13.53%,"$339,866.75",13.53%
51.,Himass,"La, Phuong Tien Dat",Vietnam,"$45,665.45","$133,744.38",34.14%,"$133,744.38",34.14%
52.,D1gg3r1,Daniel Luusua,Finland,"$44,982.75","$118,580.67",37.93%,"$118,580.67",37.93%
53.,Sololzy,"Lương, Ngọc Hiển",Vietnam,"$44,965.45","$93,481.06",48.10%,"$93,481.06",48.10%
54.,Inonix,"Na, Hee Joo",Republic of Korea,"$44,674.30","$641,890.92",6.96%,"$641,890.92",6.96%
55.,hwinn,Hunter Winn,United States of America,"$44,630.50","$682,636.94",6.54%,"$683,596.94",6.53%
56.,LinShuNN,"Zeng, Ke",China,"$42,679.35","$206,771.54",20.64%,"$206,771.54",20.64%
57.,Poonage,Brent Mullany,United States of America,"$42,472.25","$330,927.25",12.83%,"$330,927.25",12.83%
58.,Balefrost,Brendan Connors,United States of America,"$42,272.25","$132,140.57",31.99%,"$132,140.57",31.99%
59.,Myl,"Ma, Yunlong",China,"$41,654.24","$154,818.91",26.91%,"$154,818.91",26.91%
60.,Salute,"Woo, Je hyeon",Republic of Korea,"$40,858.69","$351,443.80",11.63%,"$351,443.80",11.63%
61.,Ming,"Huang, Yiming",China,"$40,634.52","$96,147.72",42.26%,"$96,147.72",42.26%
62.,M1ME,Austin Scherff,United States of America,"$39,380.50","$635,070.19",6.20%,"$635,070.19",6.20%
63.,77owo,"Yang, Yuxuan",China,"$38,928.11","$116,064.99",33.54%,"$116,064.99",33.54%
64.,Gustav,Gustav Lykke Blønd,Denmark,"$37,982.75","$237,638.67",15.98%,"$238,138.67",15.95%
65.,Clories,"Nguyen, Long Hao",Vietnam,"$36,679.65","$67,256.15",54.54%,"$67,256.15",54.54%
66.,Naylup,Jovan Tomasevic,Serbia,"$36,424.69","$58,539.01",62.22%,"$58,539.01",62.22%
67.,HelleN,"Ahn, Kang Hyun",Republic of Korea,"$35,867.44","$66,431.41",53.99%,"$66,431.41",53.99%
68.,Aitzy,Ludvik Greger Jahnsen,Norway,"$35,693.87","$413,448.12",8.63%,"$413,448.12",8.63%
69.,JiaoYang,"Li, Bohang",China,"$33,042.50","$263,627.51",12.53%,"$263,627.51",12.53%
70.,Lambu,"Park, Chan Hyuk",Republic of Korea,"$32,933.90","$108,834.83",30.26%,"$108,834.83",30.26%
71.,TeaBone,Luke Alexander Crafer,U.K. of Great Britain and Northern Ireland,"$31,416.15","$244,346.93",12.86%,"$244,346.93",12.86%
72.,mykLe,Michael Wake,U.K. of Great Britain and Northern Ireland,"$30,693.06","$81,674.06",37.58%,"$81,674.06",37.58%
73.,CC108,"Li, Cong",China,"$30,542.50","$65,787.63",46.43%,"$65,787.63",46.43%
74.,SIA,"Zhu, Mozhou",China,"$30,392.50","$67,058.68",45.32%,"$67,058.68",45.32%
75.,XTong,"Zhou, Xiaotong",China,"$30,292.50","$47,965.52",63.15%,"$47,965.52",63.15%
76.,Haven,Erick Aguiar,Brazil,"$30,068.00","$37,057.25",81.14%,"$37,057.25",81.14%
77.,Adam,Adam Didiano,Canada,"$29,416.75","$84,577.00",34.78%,"$84,577.00",34.78%
78.,9,"Li, Hongbo",China,"$29,109.79","$154,893.95",18.79%,"$154,893.95",18.79%
79.,ivas10,Jurica Baronic,Croatia,"$28,924.69","$48,828.50",59.24%,"$48,828.50",59.24%
80.,Lukarux,Luka Rukavina,Croatia,"$28,924.69","$45,228.75",63.95%,"$45,228.75",63.95%
81.,Qbe,Miloš Darinković,Serbia,"$28,924.69","$44,566.00",64.90%,"$44,566.00",64.90%
82.,Ykikamucow,Nathan lynham,Australia,"$28,416.75","$111,522.72",25.48%,"$111,522.72",25.48%
83.,nicoos,Nico Galanakis,New Zealand,"$26,166.75","$47,831.01",54.71%,"$47,831.01",54.71%
84.,GregShotGG,Gregorio Jardin-Diaz,Venezuela,"$25,916.75","$39,273.94",65.99%,"$39,273.94",65.99%
85.,Renba,"Seo, Jae Young",Republic of Korea,"$25,638.30","$94,034.24",27.26%,"$94,034.24",27.26%
86.,Spear,"Lee, Dong-su",Republic of Korea,"$25,638.30","$80,441.38",31.87%,"$80,441.38",31.87%
87.,xiaohaixxxx,"Zhang, Jinhai",China,"$24,381.09","$281,538.37",8.66%,"$281,538.37",8.66%
88.,CRAZY112,"Dai, Aoqi",China,"$23,131.09","$271,522.81",8.52%,"$271,522.81",8.52%
89.,Loki,"Park, Jung Young",Republic of Korea,"$22,317.60","$1,229,651.79",1.81%,"$1,229,651.79",1.81%
90.,Luke12,Luke Newey,Australia,"$22,005.50","$224,670.67",9.79%,"$224,670.67",9.79%
91.,Pathompong,Pathomphong Sritikham,Thailand,"$21,656.92","$57,600.67",37.60%,"$57,600.67",37.60%
92.,YUPPIE,"Feng, Guoyuan",China,"$20,681.73","$53,491.86",38.66%,"$53,491.86",38.66%
93.,LuLualways,"Li, Lu",China,"$20,681.73","$45,169.10",45.79%,"$45,169.10",45.79%
94.,xxxLu,"Wei, Daying",China,"$19,854.51","$335,194.39",5.92%,"$335,194.39",5.92%
95.,RossitedJR,Sarayut Ditkhammoh,Thailand,"$19,455.47","$77,763.73",25.02%,"$77,763.73",25.02%
96.,Excrozit,Nattanaphon Fangsuwan,Thailand,"$19,455.47","$20,288.95",95.89%,"$20,288.95",95.89%
97.,RangerX,Nattadech Pronboon,Thailand,"$19,455.47","$19,911.62",97.71%,"$19,911.62",97.71%
98.,SimonT,"Hoang, Huu Tri",Vietnam,"$19,330.38","$51,837.67",37.29%,"$51,837.67",37.29%
99.,Zest,"Tran, Van Khoa",Vietnam,"$19,230.38","$42,136.13",45.64%,"$42,136.13",45.64%
100.,Curexi,Timi Henry Valtteri Tenhula,Finland,"$19,111.28","$194,030.70",9.85%,"$194,030.70",9.85%
