Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
88.,Ajerss,- -,United States of America,"$5,350.00","$335,860.01",1.59%,"$335,860.01",1.59%
89.,Dyox,- -,Netherlands,"$5,325.00","$54,960.00",9.69%,"$54,960.00",9.69%
90.,S1ned,- -,Ukraine,"$5,325.00","$32,849.50",16.21%,"$32,849.50",16.21%
91.,Sphinx,- -,United States of America,"$5,300.00","$83,800.00",6.32%,"$83,800.00",6.32%
92.,Eclipse,Xander Booth,U.K. of Great Britain and Northern Ireland,"$5,300.00","$11,350.00",46.70%,"$11,350.00",46.70%
93.,King,Bryan Eric Nunes,Brazil,"$5,050.00","$131,650.00",3.84%,"$131,650.00",3.84%
94.,Gabzeralindo,- -,Brazil,"$5,050.00","$29,825.00",16.93%,"$29,825.00",16.93%
95.,Sommerset,Kayla Coy,United States of America,"$5,000.00","$35,250.00",14.18%,"$35,250.00",14.18%
96.,vanessuh,- -,United States of America,"$5,000.00","$33,629.67",14.87%,"$33,629.67",14.87%
97.,Artskill,- -,France,"$5,000.00","$28,155.00",17.76%,"$28,315.00",17.66%
98.,Deckzee,Simon Stellan,Denmark,"$5,000.00","$13,551.25",36.90%,"$13,551.25",36.90%
99.,Astralsq,- -,France,"$5,000.00","$8,800.00",56.82%,"$8,800.00",56.82%
100.,FKS,Faisal Khaled,Saudi Arabia,"$4,925.00","$46,175.00",10.67%,"$46,175.00",10.67%
