Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
44.,33Svan,"Zhong, Hongsen",China,"$109,578.86","$511,077.06",21.44%,"$511,077.06",21.44%
45.,Hasaki,"Wu, Chunjian",China,"$109,107.48","$490,968.83",22.22%,"$490,968.83",22.22%
46.,MvM,"Wu, Hao",China,"$108,991.67","$281,827.98",38.67%,"$281,827.98",38.67%
47.,Frozen,"Zhou, Yuchao",China,"$108,242.64","$329,593.53",32.84%,"$329,593.53",32.84%
48.,朔1812,"Peng, Xi",China,"$107,532.28","$218,001.25",49.33%,"$218,001.25",49.33%
49.,ChengC,"Mi, Jiacheng",China,"$107,500.07","$472,663.26",22.74%,"$472,663.26",22.74%
50.,SuKi,"Wan, Quanjun",China,"$107,500.07","$358,820.23",29.96%,"$358,820.23",29.96%
51.,QingChen,"Zhang, Youquan",China,"$106,663.45","$370,061.23",28.82%,"$370,061.23",28.82%
52.,梨衣,"Yang, Shanyu",China,"$101,293.07","$205,532.41",49.28%,"$205,532.41",49.28%
53.,Reiji,"Maeda, Reiji",Japan,"$100,549.80","$331,359.96",30.34%,"$331,359.96",30.34%
54.,33z,"Lin, Zhichao",China,"$97,305.90","$438,805.49",22.18%,"$438,805.49",22.18%
55.,DaoShi,"Song, Jiantao",China,"$97,052.08","$349,195.59",27.79%,"$349,195.59",27.79%
56.,YuYang,"Zhang, Yang",China,"$96,870.78","$366,938.86",26.40%,"$366,938.86",26.40%
57.,SuNan,"Su, Xuezhuang",China,"$96,870.78","$292,176.48",33.15%,"$292,176.48",33.15%
58.,YOUSSEF,Youssef Khatib,Syrian Arab Republic,"$95,613.40","$116,560.08",82.03%,"$116,560.08",82.03%
59.,nvrAlone,Faisal Radhi Aldhafeeri,Saudi Arabia,"$95,113.40","$115,318.11",82.48%,"$115,318.11",82.48%
60.,DAMAR,Ahmed Alqhtani,Saudi Arabia,"$95,113.40","$114,693.11",82.93%,"$114,693.11",82.93%
61.,LAST,Mohammed Ahmed AbdulKarim,Saudi Arabia,"$95,113.40","$108,513.41",87.65%,"$108,513.41",87.65%
62.,Duelo,"Nishikawa, Yuya",Japan,"$93,775.40","$359,131.06",26.11%,"$359,131.06",26.11%
63.,Devine,"Sekigawa, Kouki",Japan,"$93,775.40","$288,257.17",32.53%,"$288,257.17",32.53%
64.,JUSTES,"Kim, Tae Su",Republic of Korea,"$93,775.40","$139,986.56",66.99%,"$139,986.56",66.99%
65.,light,"Chen, Zhihang",China,"$93,305.67","$188,605.56",49.47%,"$188,605.56",49.47%
66.,Powerful,Majid Alasmari,Saudi Arabia,"$91,830.20","$116,889.91",78.56%,"$116,889.91",78.56%
67.,Rashed,Rashed Mohammed Al-Damikhi,Saudi Arabia,"$80,613.60","$95,393.31",84.51%,"$95,393.31",84.51%
68.,wyy,"Chen, Qi",China,"$78,958.18","$224,689.73",35.14%,"$224,689.73",35.14%
69.,FOREST,"Kim, Ryang Uh",Republic of Korea,"$76,772.80","$268,048.05",28.64%,"$268,048.05",28.64%
70.,SylaS,Berkin Çetin,Turkey,"$76,150.00","$272,685.00",27.93%,"$272,685.00",27.93%
71.,SevenK,"Song, Jinlin",China,"$75,933.79","$119,167.26",63.72%,"$119,167.26",63.72%
72.,释怀,"Xiao, Wendi",China,"$75,753.90","$168,485.66",44.96%,"$168,485.66",44.96%
73.,Alan,"Zhang, Chaoqun",China,"$75,463.82","$172,569.59",43.73%,"$172,569.59",43.73%
74.,Calse,Taha Unlu,Turkey,"$75,150.00","$260,660.00",28.83%,"$260,660.00",28.83%
75.,Kazemaru,"Kimura, Hiro",Japan,"$74,518.40","$109,477.44",68.07%,"$109,477.44",68.07%
76.,Suk,"Feng, Shujie",China,"$74,017.36","$647,403.15",11.43%,"$647,403.15",11.43%
77.,FAVIAN,"Park, Sang Cheol",Republic of Korea,"$73,272.20","$267,352.36",27.41%,"$267,352.36",27.41%
78.,JUNI,"Kim, Kyung Jun",Republic of Korea,"$72,272.20","$203,471.71",35.52%,"$203,471.71",35.52%
79.,Ssung,"Lee, Sung Geun",Republic of Korea,"$72,272.20","$188,147.20",38.41%,"$188,147.20",38.41%
80.,神森森,"Wu, Changtao",China,"$67,893.34","$128,229.18",52.95%,"$128,229.18",52.95%
81.,顾居居,"Zeng, Jinxiang",China,"$66,009.14","$188,520.06",35.01%,"$188,520.06",35.01%
82.,FireShow,"Yi, Huang",China,"$64,042.26","$156,959.55",40.80%,"$156,959.55",40.80%
83.,Revo,Roan Aléssio,Brazil,"$60,825.00","$223,525.00",27.21%,"$223,525.00",27.21%
84.,鱼生,"Zhao, Hong",China,"$56,283.18","$56,283.18",100.00%,"$56,283.18",100.00%
85.,carrilho,Lucas Miguel,Brazil,"$55,825.00","$267,965.00",20.83%,"$267,965.00",20.83%
86.,Mafioso,Daniel Henrique vaz,Brazil,"$53,825.00","$216,095.00",24.91%,"$216,095.00",24.91%
87.,Swaguin,Caio Henrique Lima,Brazil,"$53,825.00","$137,610.00",39.11%,"$137,610.00",39.11%
88.,盒酱,"Jiang, Huaqiang",China,"$49,788.67","$85,011.16",58.57%,"$85,011.16",58.57%
89.,天宇,"Zhang, Tianyu",China,"$48,055.53","$298,975.13",16.07%,"$298,975.13",16.07%
90.,Critical Tomato,- -,Japan,"$46,643.28","$90,108.86",51.76%,"$90,108.86",51.76%
91.,ZZP,"Han, Jeong-wook",Republic of Korea,"$46,643.28","$76,539.28",60.94%,"$76,539.28",60.94%
92.,Skylar,- -,Japan,"$46,643.28","$75,376.80",61.88%,"$75,376.80",61.88%
93.,Zussy,- -,Japan,"$46,643.28","$75,376.80",61.88%,"$75,376.80",61.88%
94.,IXA,Ikumi Akaba,Japan,"$46,643.28","$72,962.40",63.93%,"$72,962.40",63.93%
95.,Lamborghini,"Vũ, Hoàng Hưng",Vietnam,"$44,811.75","$128,580.49",34.85%,"$128,580.49",34.85%
96.,Goblin,Harsh Paudwal,India,"$44,734.20","$59,311.43",75.42%,"$59,311.43",75.42%
97.,RipSevinnn,Anil Guven,Turkey,"$43,650.00","$67,172.50",64.98%,"$67,172.50",64.98%
98.,Tımber,Emre Karasoy,Turkey,"$43,600.00","$61,335.00",71.09%,"$61,335.00",71.09%
99.,秋离,"He, Renzheng",China,"$42,589.43","$196,635.80",21.66%,"$196,635.80",21.66%
100.,司马光,"Liu, Yunyu",China,"$42,371.87","$71,024.51",59.66%,"$71,024.51",59.66%
