Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
28.,Astrea,Max Angel,United States of America,"$18,667.05","$159,604.10",11.70%,"$159,604.10",11.70%
29.,Lambo,Julian Brosig,Germany,"$18,516.00","$164,006.31",11.29%,"$164,006.31",11.29%
30.,Nice,"Huang, Yu Shiang",Taiwan,"$16,127.05","$88,354.22",18.25%,"$88,354.22",18.25%
31.,Armani,"Park, Jin Hyuk",Republic of Korea,"$15,141.50","$76,909.78",19.69%,"$76,909.78",19.69%
32.,Stats,"Kim, Dae Yeob",Republic of Korea,"$14,397.38","$628,876.30",2.29%,"$634,195.19",2.27%
33.,Has,"Ke, Yu-Feng",Taiwan,"$13,735.00","$179,015.55",7.67%,"$179,015.55",7.67%
34.,Creator,"Jang, Hyun Woo",Republic of Korea,"$13,431.79","$231,025.92",5.81%,"$231,025.92",5.81%
35.,SKillous,Nikita Gurevich,Russian Federation,"$11,995.00","$73,438.68",16.33%,"$73,453.38",16.33%
36.,MarineLorD,Alexis Eusebio,France,"$11,424.68","$98,741.08",11.57%,"$307,883.34",3.71%
37.,Spirit,Piotr Walukiewicz,Poland,"$11,204.83","$114,396.12",9.79%,"$114,396.12",9.79%
38.,Cyan,"Huang, Min",China,"$10,721.00","$124,539.48",8.61%,"$124,539.48",8.61%
39.,Percival,"Jung, Jae Yeong",Republic of Korea,"$10,541.29","$11,931.29",88.35%,"$12,001.29",87.83%
40.,uThermal,Marc Schlappi,Netherlands,"$10,317.12","$171,093.32",6.03%,"$171,158.02",6.03%
41.,Elazer,Mikołaj Ogonowski,Poland,"$10,286.17","$332,986.34",3.09%,"$334,686.34",3.07%
42.,Probe,Sean Kempen,Australia,"$9,550.00","$74,876.49",12.75%,"$76,483.21",12.49%
43.,Hurricane,"Nam, Ki Woong",Republic of Korea,"$9,373.07","$106,119.84",8.83%,"$106,119.84",8.83%
44.,Kelazhur,Diego Schwimer,Brazil,"$9,214.66","$206,348.67",4.47%,"$207,101.74",4.45%
45.,Nina,Nina Qual,United States of America,"$8,900.12","$92,973.33",9.57%,"$92,973.33",9.57%
46.,Gerald,Mateusz Budziak,Poland,"$8,758.74","$45,161.19",19.39%,"$45,161.19",19.39%
47.,Wayne,Ivan Chepurnov,Russian Federation,"$7,861.03","$37,371.04",21.04%,"$37,371.04",21.04%
48.,MaNa,Grzegorz Komincz,Poland,"$7,651.83","$249,592.95",3.07%,"$252,062.56",3.04%
49.,TeebuL,Haseeb Ishaq,U.K. of Great Britain and Northern Ireland,"$7,450.00","$17,476.59",42.63%,"$17,476.59",42.63%
50.,Cham,Pablo Cham Blanco,Mexico,"$7,025.12","$111,971.21",6.27%,"$111,971.21",6.27%
51.,KeeN,"Hwang, Kyo Seok",Republic of Korea,"$7,025.00","$107,444.34",6.54%,"$107,444.34",6.54%
52.,Classic,"Kim, Doh Woo",Republic of Korea,"$6,802.00","$553,384.54",1.23%,"$556,064.59",1.22%
53.,Harstem,Kevin de Koning,Netherlands,"$6,688.16","$141,368.61",4.73%,"$141,368.61",4.73%
54.,Seither,Sheldon Barrow,Australia,"$6,600.00","$44,974.86",14.67%,"$45,301.53",14.57%
55.,DisK,Alexandre Corriveau,Canada,"$6,500.00","$21,005.00",30.95%,"$21,005.00",30.95%
56.,GunGFuBanDa,Fabian Mayer,Germany,"$6,440.00","$53,101.94",12.13%,"$53,101.94",12.13%
57.,PtitDrogo,Théo Freydière,France,"$6,144.36","$145,926.07",4.21%,"$148,426.07",4.14%
58.,Denver,Clément Coste,France,"$5,841.25","$37,707.45",15.49%,"$37,707.45",15.49%
59.,Coffee,"Wu, Yishen",China,"$5,812.60","$42,002.98",13.84%,"$42,002.98",13.84%
60.,TriGGeR,Yoon Hong,Canada,"$5,715.00","$40,791.36",14.01%,"$40,791.36",14.01%
61.,DnS,Adrien Bouet,France,"$5,530.61","$79,476.25",6.96%,"$79,476.25",6.96%
62.,herO,"Kim, Joon Ho",Republic of Korea,"$5,213.00","$558,951.03",0.93%,"$558,951.04",0.93%
63.,MaSa,Maru Kim,Canada,"$5,150.00","$142,784.44",3.61%,"$142,784.44",3.61%
64.,MacSed,"Hu, Xiang",China,"$4,962.60","$123,759.35",4.01%,"$124,855.81",3.97%
65.,Hellraiser,Bogdan Kozar,Ukraine,"$4,629.12","$25,391.77",18.23%,"$25,391.77",18.23%
66.,JieShi,"Hu, Jiajun",China,"$4,556.30","$48,407.25",9.41%,"$48,407.25",9.41%
67.,Erik,Erik Bermelho,Brazil,"$4,500.00","$22,506.91",19.99%,"$25,417.74",17.70%
68.,Krystianer,Krystian Szczęsny,Poland,"$4,356.48","$20,751.17",20.99%,"$20,751.17",20.99%
69.,Rex,"Lei, Hao Cheng",Taiwan,"$4,295.20","$39,102.43",10.98%,"$39,102.43",10.98%
70.,ShaDoWn,Thomas Labrousse,France,"$4,128.09","$38,923.80",10.61%,"$38,923.80",10.61%
71.,goblin,Leon Vrhovec,Croatia,"$4,075.00","$24,315.39",16.76%,"$24,315.39",16.76%
72.,Vindicta,Miguel Marmolejo,United States of America,"$3,930.00","$25,148.49",15.63%,"$25,148.49",15.63%
73.,MeomaikA,"Tran, Hong Phuc",Vietnam,"$3,900.00","$35,913.21",10.86%,"$36,088.21",10.81%
74.,ButAlways,"Chen, Ting Yu",Taiwan,"$3,750.00","$21,595.32",17.36%,"$21,595.32",17.36%
75.,GogojOey,"Kwok, Chun Yin",Hong Kong,"$3,600.00","$19,232.12",18.72%,"$19,232.12",18.72%
76.,Ryung,"Kim, Dong Won",Republic of Korea,"$3,566.30","$157,613.07",2.26%,"$157,613.07",2.26%
77.,MCanning,Chris Canning,United States of America,"$3,450.00","$16,496.33",20.91%,"$16,496.33",20.91%
78.,GuMiho,"Koh, Byung Jae",Republic of Korea,"$3,418.00","$310,514.67",1.10%,"$310,514.67",1.10%
79.,XY,"Xiang, Yao",China,"$3,412.60","$93,034.28",3.67%,"$93,034.28",3.67%
80.,Namshar,Christoffer Kolmodin,Sweden,"$3,250.00","$56,573.87",5.74%,"$56,573.87",5.74%
81.,PiLiPiLi,Pavel Pilipenko,Kazakhstan,"$3,250.00","$32,945.10",9.86%,"$32,970.10",9.86%
82.,JimRising,Jaime Duran Silencio,Mexico,"$3,150.00","$35,496.83",8.87%,"$36,121.83",8.72%
83.,Bly,Aleksandr Svusuyk,Ukraine,"$3,080.54","$140,202.86",2.20%,"$140,443.70",2.19%
84.,Strange,Alexey Solyakov,Russian Federation,"$2,975.00","$16,301.79",18.25%,"$16,301.79",18.25%
85.,Expect,"Wu, Tsung Yen",Taiwan,"$2,900.00","$22,804.81",12.72%,"$22,804.81",12.72%
86.,DemiLove,Varun Immanuel,India,"$2,870.00","$14,848.17",19.33%,"$14,848.17",19.33%
87.,SortOf,Rickard Bergman,Sweden,"$2,850.00","$87,272.52",3.27%,"$98,376.21",2.90%
88.,Stephano,Ilyes Satouri,France,"$2,845.63","$320,929.72",0.89%,"$321,679.20",0.88%
89.,TerraN,Thiago Tótola,Brazil,"$2,800.00","$4,577.00",61.18%,"$4,577.00",61.18%
90.,NightMare,"Jang, Wook",Republic of Korea,"$2,766.29","$36,837.48",7.51%,"$56,837.48",4.87%
91.,Asuna,"Yuan, Bowen",China,"$2,600.00","$8,729.76",29.78%,"$8,729.76",29.78%
92.,Leenock,"Lee, Dong Nyoung",Republic of Korea,"$2,544.00","$291,422.56",0.87%,"$333,082.56",0.76%
93.,RazerBlader,Raza Sekha,U.K. of Great Britain and Northern Ireland,"$2,528.30","$9,616.62",26.29%,"$9,616.62",26.29%
94.,Prince,"Choi, Min Woo",Republic of Korea,"$2,516.30","$12,308.31",20.44%,"$12,308.31",20.44%
95.,RiSky,Joshua Hayward,U.K. of Great Britain and Northern Ireland,"$2,465.07","$25,545.39",9.65%,"$25,545.39",9.65%
96.,Semper,Alexandru Dimitriu,Canada,"$2,150.00","$31,172.64",6.90%,"$31,172.64",6.90%
97.,Trust,"Choi, Sung Il",Republic of Korea,"$2,100.00","$38,905.08",5.40%,"$38,905.08",5.40%
98.,Ranger,"Kien, Khun Yap",Malaysia,"$2,100.00","$10,199.36",20.59%,"$10,199.36",20.59%
99.,Couguar,Vitaly Roshin,Russian Federation,"$2,037.00","$7,081.00",28.77%,"$7,081.00",28.77%
100.,fOrGG,"Park, Ji Soo",Republic of Korea,"$2,000.00","$149,428.95",1.34%,"$240,437.63",0.83%
